Магистральная;92000000000099900;Street;Улица
Малая;92000000000100200;Street;Улица
Малиновая;92000000000100300;Street;Улица
Маринеско Александра;92000000000100400;Street;Улица
Маршала Блюхера;92000000000100500;Street;Улица
Матросова Александра;92000000000100600;Street;Улица
Межгорская;92000000000100700;Street;Улица
Мекенз.Горы Лесничес;92000000000100900;Street;Улица
Мераба;92000000000101000;Street;Улица
Механизаторов;92000000000101100;Street;Улица
Миндальная;92000000000101300;Street;Улица
Митридатская;92000000000101500;Street;Улица
Михайлова Бориса;92000000000101600;Street;Улица
Мищенко;92000000000101700;Street;Улица
Монастырское Шоссе;92000000000101800;Street;Улица
Морозова Павлика;92000000000101900;Street;Улица
Морских Пехотинцев;92000000000102000;Street;Улица
Мостовая;92000000000102300;Street;Улица
Музыки Николая;92000000000102400;Street;Улица
Мурманская;92000000000102500;Street;Улица
Наклонная;92000000000102600;Street;Улица
Нефедова;92000000000102800;Street;Улица
Нечаева;92000000000102900;Street;Улица
Никитинская;92000000000103000;Street;Улица
Новая;92000000000103100;Street;Улица
Ноябрьская;92000000000103300;Street;Улица
Облепиховая;92000000000103500;Street;Улица
Овощная;92000000000103600;Street;Улица
Ольгинская;92000000000103800;Street;Улица
Ониловой Нины;92000000000104000;Street;Улица
Оношко Аллы;92000000000104100;Street;Улица
Орджоникидзе;92000000000104200;Street;Улица
Орта-Мале;92000000000104300;Street;Улица
Островского Николая;92000000000104400;Street;Улица
Островской Надежды;92000000000104500;Street;Улица
Павличенко Людмилы;92000000000104700;Street;Улица
Папоротниковая;92000000000104800;Street;Улица
Парковая;92000000000105000;Street;Улица
Парниковая;92000000000105100;Street;Улица
Парусная;92000000000105200;Street;Улица
Перевальная;92000000000105400;Street;Улица
Передовая;92000000000105500;Street;Улица
Перовской Софьи;92000000000105700;Street;Улица
Песочная;92000000000106000;Street;Улица
Петровой Галины;92000000000106200;Street;Улица
Петровского;92000000000106300;Street;Улица
Пищенко Коли;92000000000106400;Street;Улица
Поворотная;92000000000106700;Street;Улица
Подстанция;92000000000107000;Street;Улица
Поливановой Марии;92000000000107100;Street;Улица
Полярная;92000000000107400;Street;Улица
Портовиков;92000000000107500;Street;Улица
Потемкинцев;92000000000107600;Street;Улица
Прибрежная;92000000000107700;Street;Улица
Привокзальная;92000000000107900;Street;Улица
Пригородненская;92000000000108000;Street;Улица
Придорожная;92000000000108100;Street;Улица
Приятная;92000000000108400;Street;Улица
Прокопенко Галины;92000000000108500;Street;Улица
Просвещения;92000000000108600;Street;Улица
Пугачева;92000000000108800;Street;Улица
Пустовойтенко Мичман;92000000000108900;Street;Улица
Путейская;92000000000109000;Street;Улица
Радио;92000000000109500;Street;Улица
Речная;92000000000109900;Street;Улица
Родниковая;92000000000110100;Street;Улица
Ромашковая;92000000000110300;Street;Улица
Рубежная;92000000000110500;Street;Улица
Рубцова Герасима;92000000000110600;Street;Улица
Ручьевая;92000000000110700;Street;Улица
Саввы Николая;92000000000111400;Street;Улица
Садовая;92000000000111500;Street;Улица
Самотечная;92000000000111600;Street;Улица
Саперная;92000000000111700;Street;Улица
Сапун-Гора;92000000000111800;Street;Улица
Сельскохозяйственная;92000000000112400;Street;Улица
Сенная;92000000000112500;Street;Улица
Серебристая;92000000000112700;Street;Улица
Силаева Павла;92000000000112800;Street;Улица
Симонок;92000000000112900;Street;Улица
Ситникова Петра;92000000000113100;Street;Улица
Скифская;92000000000113200;Street;Улица
Славянская;92000000000113400;Street;Улица
Слепнева;92000000000113500;Street;Улица
Соколова;92000000000113700;Street;Улица
Спокойная;92000000000113800;Street;Улица
Ставропольская;92000000000114000;Street;Улица
Створная;92000000000114300;Street;Улица
Степовая;92000000000114400;Street;Улица
Сторожевая;92000000000114600;Street;Улица
Сумская;92000000000114800;Street;Улица
Таврическая Набережн;92000000000115200;Street;Улица
Тимирязева;92000000000115500;Street;Улица
Толстого Льва;92000000000115800;Street;Улица
Тоннельная;92000000000115900;Street;Улица
Туманная;92000000000116400;Street;Улица
Удотова;92000000000116600;Street;Улица
Ульянова Дмитрия;92000000000116800;Street;Улица
Усадебная;92000000000116900;Street;Улица
Успенского Глеба;92000000000117000;Street;Улица
Утренняя;92000000000117100;Street;Улица
Федоровская;92000000000117400;Street;Улица
Федько Ивана;92000000000117600;Street;Улица
Фермерская;92000000000117700;Street;Улица
Фруктовая;92000000000118000;Street;Улица
Халина Анатолия;92000000000118100;Street;Улица
Хмельницкого Богдана;92000000000118600;Street;Улица
Хрулева;92000000000118900;Street;Улица
Хрусталева;92000000000119000;Street;Улица
Хутор;92000000000119100;Street;Улица
Центральная;92000000000119300;Street;Улица
Шафрановая;92000000000119800;Street;Улица
Шевченко Игнатия;92000000000119900;Street;Улица
Шевченко Тараса;92000000000120000;Street;Улица
Шелкунова;92000000000120100;Street;Улица
Школьная;92000000000120200;Street;Улица
Шулинская;92000000000120600;Street;Улица
Энергетиков;92000000000120700;Street;Улица
Южногородская;92000000000120800;Street;Улица
Ясеневая;92000000000121100;Street;Улица
Родионова Генерала;92000000000121200;Street;Улица
Дальний Городок;92000000000121400;Street;Улица
Азарова Адмирала;92000000000121500;Street;Улица
Крейзера Генерала;92000000000121900;Street;Улица
Мираба;92000000000122000;Street;Улица
Морозова Комиссара;92000000000122100;Street;Улица
Владимирского Адм.;92000000000122200;Street;Улица
Северный Городок;92000000000122700;Street;Улица
Аргонавтов Ул.;92000000000123000;Street;Улица
Добровольского Косм;92000000000123100;Street;Улица
Пацаева Космонавта;92000000000123200;Street;Улица
Клокачев Адмирал;92000000000123300;Street;Улица
Генерала Мельника;92000000000123500;Street;Улица
Геловани Маршала;92000000000123900;Street;Улица
Коломийца Генерала;92000000000124000;Street;Улица
Жидилова Генерала;92000000000124200;Street;Улица
Западный берег Камышовой бухты;92000000000124500;Street;Улица
Севастопольская зона ЮБК;92000000000124600;Street;Улица
Леси Украинки;92000000000124800;Street;Улица
Отрадная;92000000000125000;Street;Улица
Приморский;92000000000015100;Street;Бульвар
Гидронавтов;92000000000020300;Street;Бульвар
Античный;92000000000030900;Street;Бульвар
Парижский;92000000000032200;Street;Бульвар
Декоративный;92000000000038400;Street;Бульвар
Исторический;92000000000041900;Street;Бульвар
Английский;92000000000042800;Street;Бульвар
Матросский;92000000000071600;Street;Бульвар
Гераклейский;92000000000088300;Street;Бульвар
Полуденный;92000000000107300;Street;Бульвар
Трактористов;92000000000116100;Street;Бульвар
Нахимова;92000000000009500;Street;Проспект
Победы;92000000000014000;Street;Проспект
Героев Сталинграда;92000000000019900;Street;Проспект
Октябрьской Революции;92000000000024300;Street;Проспект
Генерала Острякова;92000000000036900;Street;Проспект
Парковый;92000000000051100;Street;Проспект
Столетовский;92000000000064800;Street;Проспект
Античный;92000000000066700;Street;Проспект
Гагарина;92000000000087600;Street;Проспект
3-й Морской;92000000000000300;Street;Переулок
Геннериха;92000000000003200;Street;Переулок
Детский;92000000000006500;Street;Переулок
Цепной;92000000000007400;Street;Переулок
Мичманский;92000000000007900;Street;Переулок
Косогорный;92000000000008700;Street;Переулок
Профсоюзный;92000000000015400;Street;Переулок
Студенческий;92000000000017200;Street;Переулок
Восточный;92000000000017300;Street;Переулок
Водопроводный;92000000000017800;Street;Переулок
Физкультурный;92000000000021700;Street;Переулок
Коммунальный;92000000000025600;Street;Переулок
Коммунаров;92000000000026900;Street;Переулок
Краснодарский;92000000000027400;Street;Переулок
4-й Морской;92000000000029200;Street;Переулок
Мореходный;92000000000029700;Street;Переулок
Сквозной;92000000000030200;Street;Переулок
Олонецкий;92000000000031200;Street;Переулок
Бутакова;92000000000033100;Street;Переулок
Рудничный;92000000000035100;Street;Переулок
Компасный;92000000000043000;Street;Переулок
Крепостной;92000000000044100;Street;Переулок
Школьный;92000000000044400;Street;Переулок
Кременчугский;92000000000044500;Street;Переулок
Язоновский;92000000000045100;Street;Переулок
Матросский;92000000000051200;Street;Переулок
Панорамный;92000000000054500;Street;Переулок
Прибойный;92000000000056000;Street;Переулок
Рыбный;92000000000057200;Street;Переулок
Фонтанный;92000000000058700;Street;Переулок
Прудовой;92000000000059200;Street;Переулок
Челябинский;92000000000061900;Street;Переулок
Макаренко;92000000000063200;Street;Переулок
Ясный;92000000000066200;Street;Переулок
1-й Морской;92000000000066800;Street;Переулок
Арабатский;92000000000067500;Street;Переулок
Жерве;92000000000069500;Street;Переулок
Клубный;92000000000070100;Street;Переулок
Панфилова;92000000000072600;Street;Переулок
Сейнерский;92000000000073800;Street;Переулок
Галицкий;92000000000074500;Street;Переулок
Токарева;92000000000074600;Street;Переулок
Юферова;92000000000075700;Street;Переулок
Яличный;92000000000075800;Street;Переулок
Калюжного;92000000000075900;Street;Переулок
1-й Равелинный;92000000000077800;Street;Переулок
1-й Радарный;92000000000077900;Street;Переулок
2 Морской;92000000000078600;Street;Переулок
2-й Равелинный;92000000000079300;Street;Переулок
2-й Радарный;92000000000079400;Street;Переулок
3-й Равелинный;92000000000080300;Street;Переулок
3-й Радарный;92000000000080400;Street;Переулок
Адмиральский;92000000000083200;Street;Переулок
Арктический;92000000000083700;Street;Переулок
Аэродромный;92000000000084100;Street;Переулок
Благодатный;92000000000085400;Street;Переулок
Водосточный;92000000000087200;Street;Переулок
Горный;92000000000089200;Street;Переулок
Залесный;92000000000092400;Street;Переулок
Зеленый;92000000000093000;Street;Переулок
Инженерный;92000000000093400;Street;Переулок
Камышовый;92000000000093700;Street;Переулок
Кирпичный;92000000000094500;Street;Переулок
Ключевой;92000000000095000;Street;Переулок
Коминтерна;92000000000095200;Street;Переулок
Кооперативный;92000000000095600;Street;Переулок
Коробейников;92000000000095800;Street;Переулок
Кривой;92000000000097200;Street;Переулок
Кузнечный;92000000000097500;Street;Переулок
Магистральный;92000000000100000;Street;Переулок
Междурядный;92000000000100800;Street;Переулок
Морской;92000000000102100;Street;Переулок
Нарядный;92000000000102700;Street;Переулок
Новый;92000000000103200;Street;Переулок
Ноябрьский;92000000000103400;Street;Переулок
Оздоровительный;92000000000103700;Street;Переулок
Перекомский;92000000000105600;Street;Переулок
Песенный;92000000000105800;Street;Переулок
Петровой Галины;92000000000106100;Street;Переулок
Поворотный;92000000000106800;Street;Переулок
Пугачева;92000000000108700;Street;Переулок
Пушкарский;92000000000109100;Street;Переулок
Рабочий;92000000000109400;Street;Переулок
Разъездный;92000000000109700;Street;Переулок
Реверсный;92000000000109800;Street;Переулок
Речной;92000000000110000;Street;Переулок
Родниковый;92000000000110200;Street;Переулок
Сарандинаки;92000000000111900;Street;Переулок
Сенной;92000000000112600;Street;Переулок
Слободский;92000000000113600;Street;Переулок
Ставковый;92000000000113900;Street;Переулок
Таманский;92000000000115300;Street;Переулок
Тихий;92000000000115600;Street;Переулок
Тростниковый;92000000000116300;Street;Переулок
Узкий;92000000000116700;Street;Переулок
Ученический;92000000000117200;Street;Переулок
Хризантем;92000000000118800;Street;Переулок
Штормовой;92000000000120300;Street;Переулок
Южногородский;92000000000120900;Street;Переулок
Балаклавское;92000000000017400;Street;Шоссе
Камышовое;92000000000050200;Street;Шоссе
Фиолентовское;92000000000058400;Street;Шоссе
Городское;92000000000076100;Street;Шоссе
Казачинское;92000000000076300;Street;Шоссе
Авангардное;92000000000083000;Street;Шоссе
Аэродромное;92000000000084000;Street;Шоссе
Качинское;92000000000094000;Street;Шоссе
Крепостное;92000000000097000;Street;Шоссе
Лабораторное;92000000000097800;Street;Шоссе
Каспийский;92000000000005500;Street;Проезд
Квартальный;92000000000005600;Street;Проезд
Каменистый;92000000000007600;Street;Проезд
Мачтовый;92000000000008400;Street;Проезд
Курский;92000000000009600;Street;Проезд
Троицкий;92000000000020900;Street;Проезд
Колобова;92000000000025400;Street;Проезд
Углицкий;92000000000026200;Street;Проезд
Леси Украинки;92000000000027900;Street;Проезд
Пластунский;92000000000032900;Street;Проезд
Бастионный;92000000000034800;Street;Проезд
Стрелковый;92000000000037400;Street;Проезд
Кипарисовый;92000000000042100;Street;Проезд
Адмирала Грейга;92000000000042200;Street;Проезд
Артиллеристов;92000000000049200;Street;Проезд
Токарева;92000000000049600;Street;Проезд
Готский;92000000000050400;Street;Проезд
Скалистый;92000000000058800;Street;Проезд
Стрелецкий;92000000000059500;Street;Проезд
Невский;92000000000060000;Street;Проезд
Фрегатный;92000000000061000;Street;Проезд
Кизилова;92000000000063400;Street;Проезд
Короленко;92000000000066300;Street;Проезд
Коробкова;92000000000070400;Street;Проезд
Средний;92000000000073900;Street;Проезд
Лобанова;92000000000076000;Street;Проезд
Белкина;92000000000084800;Street;Проезд
Вербеновый;92000000000086200;Street;Проезд
Героев Подводников;92000000000088400;Street;Проезд
Данковский;92000000000090100;Street;Проезд
Иванова Якова;92000000000093100;Street;Проезд
Лавандовый;92000000000097900;Street;Проезд
Полоцкий;92000000000107200;Street;Проезд
Пятницкий;92000000000109200;Street;Проезд
Святославский;92000000000112100;Street;Проезд
Сиреневый;92000000000113000;Street;Проезд
Страбонов;92000000000114700;Street;Проезд
Сумской;92000000000114900;Street;Проезд
Товарный;92000000000115700;Street;Проезд
Федоровский;92000000000117500;Street;Проезд
Херсонский;92000000000118500;Street;Проезд
Хуторской;92000000000119200;Street;Проезд
Индустриальный;92000000000125100;Street;Проезд
Ялтинское;92000000000066600;Street;Кольцо
Вагонный;92000000000001800;Street;Тупик
Сливовый;92000000000016100;Street;Тупик
Обрывистый;92000000000032700;Street;Тупик
Бакинский;92000000000034500;Street;Тупик
Каспийский;92000000000045800;Street;Тупик
Подгорный;92000000000048000;Street;Тупик
Каманина;92000000000064000;Street;Тупик
Неровный;92000000000072100;Street;Тупик
Качинский;92000000000093900;Street;Тупик
Корабельный;92000000000095700;Street;Тупик
Короткий;92000000000095900;Street;Тупик
Поворотный;92000000000106900;Street;Тупик
Ромашковый;92000000000110400;Street;Тупик
Северный;92000000000112300;Street;Тупик
Штурмовой;92000000000120500;Street;Тупик
Федоровский;92000000000124700;Street;Тупик
Горпищенко;92000000000124900;Street;Тупик
Нахимова;92000000000000200;Street;Площадь
Ластовая;92000000000009900;Street;Площадь
50-летия СССР;92000000000013800;Street;Площадь
Якорная;92000000000022300;Street;Площадь
Пирогова;92000000000023400;Street;Площадь
Лазарева;92000000000027600;Street;Площадь
1 Мая;92000000000031300;Street;Площадь
Ушакова;92000000000039500;Street;Площадь
Восставших;92000000000052700;Street;Площадь
Пластунская;92000000000061400;Street;Площадь
300-летия Российского Флота;92000000000076200;Street;Площадь
Захарова;92000000000092600;Street;Площадь
Кролевецкого;92000000000097300;Street;Площадь
Привокзальная;92000000000107800;Street;Площадь
Свято-Никольская;92000000000112000;Street;Площадь
Астапова;92000000000051700;Street;Аллея
Линейный 15;92000000000098600;Street;Километр
Линейный 54;92000000000098700;Street;Километр
Достоевского;92000000000023300;Street;Набережная
Корнилова;92000000000043400;Street;Набережная
Клокачева Набережная;92000000000094800;Street;Набережная
Парк Победы;92000000000104900;Street;Набережная
Пляж Учкуевка;92000000000106600;Street;Набережная
Рыбпорта;92000000000110900;Street;Набережная
Старосеверная;92000000000114100;Street;Набережная
Сторожевая;92000000000114500;Street;Набережная
Адмирала Перелешина;92000000000124400;Street;Набережная
Героев Революции 1905;92000000000088700;Street;Сквер
Героев Револ. 1905;92000000000121300;Street;Сквер
Степана Разина;92000000000001500;Street;Спуск
Госпитальный;92000000000003600;Street;Спуск
Сильникова;92000000000016600;Street;Спуск
Шестакова;92000000000047400;Street;Спуск
Петровский;92000000000055200;Street;Спуск
Троллейбусный;92000000000065100;Street;Спуск
Водопьянова;92000000000068300;Street;Спуск
Стрелецкий;92000000000074300;Street;Спуск
Красный;92000000000075300;Street;Спуск
Лазаревский;92000000000098000;Street;Спуск
1520-й километр;92000000000077400;Street;Платформа
1521-й километр;92000000000077500;Street;Платформа
1524-й километр;92000000000077600;Street;Платформа
Мост 1518 км;92000000000102200;Street;Платформа
Платформа;92000000000106500;Street;Платформа
Дальний;92000000000089800;Street;Городок
Северный;92000000000112200;Street;Городок
3 Гидроузел;92000000000079900;Street;Поселок
Водоканал;92000000000087000;Street;Поселок
Дальний;92000000000089900;Street;Поселок
Дергачи;92000000000090600;Street;Поселок
Любимовка;92000000000099600;Street;Поселок
Рыбацкий;92000000000110800;Street;Поселок
Учкуевка;92000000000117300;Street;Поселок
Первомайский;92000000000105300;Street;Разъезд
Хмельницкое;92000000000118700;Street;Село
Черноречье;92000000000119700;Street;Село
Штурмовое;92000000000120400;Street;Село
1 Отделение;92000000000076800;Street;Территория
16 Электроподстанция;92000000000077700;Street;Территория
2 Отделение;92000000000078700;Street;Территория
2 Электроподстанция;92000000000078800;Street;Территория
20 Подстанция;92000000000078900;Street;Территория
2-й Лесной Кордон;92000000000079100;Street;Территория
3 Подстанция;92000000000080100;Street;Территория
4 Отделение;92000000000081000;Street;Территория
5 км;92000000000081500;Street;Территория
5 Отделение;92000000000081600;Street;Территория
8 Подстанция;92000000000082600;Street;Территория
Вир Им Вавилова;92000000000086800;Street;Территория
Гараж Омега;92000000000087800;Street;Территория
Грэс-2;92000000000089500;Street;Территория
Грэс-4;92000000000089600;Street;Территория
Дом Водоканала;92000000000091200;Street;Территория
Дос-Любимовка;92000000000091400;Street;Территория
Коттедж;92000000000096600;Street;Территория
Лесничество;92000000000098200;Street;Территория
Локомотивное Депо;92000000000099000;Street;Территория
Причал 75;92000000000108200;Street;Территория
Причал Рыбацкий N45;92000000000108300;Street;Территория
С/Х Декоративной.Культуры;92000000000111000;Street;Территория
С/Х Золотая Балка;92000000000111100;Street;Территория
С/Х Севастопольский;92000000000111200;Street;Территория
С/Х Софьи Перовской;92000000000111300;Street;Территория
Склад Тверд.Топл.Кчф;92000000000113300;Street;Территория
Угольный Склад;92000000000116500;Street;Территория
Фиолент;92000000000117800;Street;Территория
Фиолентовский Мыс;92000000000117900;Street;Территория
Херсонеский Заповедник;92000000000118300;Street;Территория
Херсонеский Музей;92000000000118400;Street;Территория
Центральная Усадьба;92000000000119400;Street;Территория
Причал Рыбацкий N 45;92000000000123600;Street;Территория
Вир Им. Вавилова;92000000000124300;Street;Территория
Лукомский;92000000000099200;Street;Хутор
Любимовские Хутора;92000000000099700;Street;Хутор
Отрадный;92000000000104600;Street;Хутор
Пятницкого;92000000000109300;Street;Хутор
Любимовские;92000000000122600;Street;Хутор
26;92000000000079000;Street;Абонентский ящик
Абон Ящик 26;92000000000122500;Street;Абонентский ящик
Максимова Дача;92000000000100100;Street;Местность
Торопова Дача;92000000000116000;Street;Местность
Делегардовая;92000000000090400;Street;Балка
Сухарная;92000000000115000;Street;Балка
Троицкая;92000000000116200;Street;Балка
Юхарина;92000000000121000;Street;Балка
Омега;92000000000103900;Street;Бухта
Песочная;92000000000105900;Street;Бухта
Херсонеский;92000000000118200;Street;Маяк
Сухарный;92000000000115100;Street;Тоннель
